case_id,data_stage,brain_mask_source,modality,mean_ET,mean_WT,mean_healthy,ET_vs_healthy_abs_contrast,WT_vs_healthy_abs_contrast,ET_vs_healthy_relative_contrast,WT_vs_healthy_relative_contrast,ET_vs_healthy_contrast,WT_vs_healthy_contrast,contrast_definition,ET_voxels,WT_voxels,healthy_voxels
BraTS-GLI-00000-000,processed_zscore,case_brain_mask,T1,0.22696886956691742,0.30615702271461487,-0.012330330908298492,0.2392992004752159,0.31848735362291336,19.407362402104233,25.829586893614245,19.407362402104233,25.829586893614245,abs(mean_region - mean_healthy) / abs(mean_healthy),32731,57305,1422865
BraTS-GLI-00000-000,processed_zscore,case_brain_mask,T1ce,2.5332295894622803,1.4332756996154785,-0.05772438645362854,2.590953975915909,1.491000086069107,44.88491147493248,25.82963938935696,44.88491147493248,25.82963938935696,abs(mean_region - mean_healthy) / abs(mean_healthy),32731,57305,1422865
BraTS-GLI-00000-000,processed_zscore,case_brain_mask,T2,0.23147302865982056,0.39059072732925415,-0.01573072373867035,0.2472037523984909,0.4063214510679245,15.714709412307434,25.829800193431478,15.714709412307434,25.829800193431478,abs(mean_region - mean_healthy) / abs(mean_healthy),32731,57305,1422865
BraTS-GLI-00000-000,processed_zscore,case_brain_mask,FLAIR,1.3821238279342651,1.6150919198989868,-0.06504683196544647,1.4471706598997116,1.6801387518644333,22.24813440058792,25.82967841934162,22.24813440058792,25.82967841934162,abs(mean_region - mean_healthy) / abs(mean_healthy),32731,57305,1422865
BraTS-GLI-00002-000,processed_zscore,case_brain_mask,T1,1.1937577724456787,0.6363152861595154,-0.10091383010149002,1.2946716025471687,0.7372291162610054,12.829476408190086,7.305531021065863,12.829476408190086,7.305531021065863,abs(mean_region - mean_healthy) / abs(mean_healthy),23651,190594,1201794
BraTS-GLI-00002-000,processed_zscore,case_brain_mask,T1ce,1.4331319332122803,0.11804019659757614,-0.0187201127409935,1.4518520459532738,0.13676030933856964,77.55573195742528,7.305528082589507,77.55573195742528,7.305528082589507,abs(mean_region - mean_healthy) / abs(mean_healthy),23651,190594,1201794
BraTS-GLI-00002-000,processed_zscore,case_brain_mask,T2,0.11808260530233383,0.10761566460132599,-0.017066987231373787,0.13514959253370762,0.12468265183269978,7.918772698515045,7.305486911216468,7.918772698515045,7.305486911216468,abs(mean_region - mean_healthy) / abs(mean_healthy),23651,190594,1201794
BraTS-GLI-00002-000,processed_zscore,case_brain_mask,FLAIR,1.5041520595550537,1.44830322265625,-0.22968819737434387,1.7338402569293976,1.6779914200305939,7.548669355890322,7.3055186953982565,7.548669355890322,7.3055186953982565,abs(mean_region - mean_healthy) / abs(mean_healthy),23651,190594,1201794
BraTS-GLI-00003-000,processed_zscore,case_brain_mask,T1,0.19460013508796692,0.04139653593301773,-0.0027064078021794558,0.19730654289014637,0.044102943735197186,72.90347845260291,16.29574955395906,72.90347845260291,16.29574955395906,abs(mean_region - mean_healthy) / abs(mean_healthy),24252,99239,1518030
BraTS-GLI-00003-000,processed_zscore,case_brain_mask,T1ce,2.3735098838806152,0.14612185955047607,-0.009552564471960068,2.3830624483525753,0.15567442402243614,249.46834489813187,16.296610661921413,249.46834489813187,16.296610661921413,abs(mean_region - mean_healthy) / abs(mean_healthy),24252,99239,1518030
BraTS-GLI-00003-000,processed_zscore,case_brain_mask,T2,0.4196975827217102,0.7051809430122375,-0.0461001843214035,0.4657977670431137,0.751281127333641,10.104032638907519,16.296705498959025,10.104032638907519,16.296705498959025,abs(mean_region - mean_healthy) / abs(mean_healthy),24252,99239,1518030
BraTS-GLI-00003-000,processed_zscore,case_brain_mask,FLAIR,1.5178414583206177,2.1199398040771484,-0.13858801126480103,1.6564294695854187,2.2585278153419495,11.95218442395041,16.29670412851632,11.95218442395041,16.29670412851632,abs(mean_region - mean_healthy) / abs(mean_healthy),24252,99239,1518030
BraTS-GLI-00005-000,processed_zscore,case_brain_mask,T1,0.31633496284484863,0.1626889854669571,-0.017366575077176094,0.3337015379220247,0.1800555605441332,19.215161103388184,10.367937244043588,19.215161103388184,10.367937244043588,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00005-000,processed_zscore,case_brain_mask,T1ce,1.9861695766448975,0.06545226275920868,-0.006986868567764759,1.9931564452126622,0.07243913132697344,285.2717817547716,10.367896665637176,285.2717817547716,10.367896665637176,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00005-000,processed_zscore,case_brain_mask,T2,1.2105103731155396,1.3801478147506714,-0.14732752740383148,1.357837900519371,1.5274753421545029,9.216457538159013,10.367888262779454,9.216457538159013,10.367888262779454,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00005-000,processed_zscore,case_brain_mask,FLAIR,2.0567986965179443,2.006467342376709,-0.21418580412864685,2.270984500646591,2.220653146505356,10.602871230824267,10.36788201505437,10.602871230824267,10.36788201505437,abs(mean_region - mean_healthy) / abs(mean_healthy),23854,124783,1168953
BraTS-GLI-00006-000,processed_zscore,case_brain_mask,T1,0.7321538329124451,0.3276384472846985,-0.03270259127020836,0.7648564241826534,0.36034103855490685,23.38825134262152,11.018730460150811,23.38825134262152,11.018730460150811,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00006-000,processed_zscore,case_brain_mask,T1ce,2.988081455230713,0.2901817560195923,-0.028964029625058174,3.017045484855771,0.31914578564465046,104.16525338192514,11.018694214030981,104.16525338192514,11.018694214030981,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00006-000,processed_zscore,case_brain_mask,T2,1.341557502746582,1.3569836616516113,-0.13544508814811707,1.477002590894699,1.4924287497997284,10.904807336235855,11.018699682691121,10.904807336235855,11.018699682691121,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00006-000,processed_zscore,case_brain_mask,FLAIR,2.6605212688446045,2.497704267501831,-0.24930429458618164,2.909825563430786,2.7470085620880127,11.671782743497396,11.018697317861099,11.671782743497396,11.018697317861099,abs(mean_region - mean_healthy) / abs(mean_healthy),26448,137911,1381689
BraTS-GLI-00008-000,processed_zscore,case_brain_mask,T1,0.27172788977622986,0.49164411425590515,-0.006420808378607035,0.2781486981548369,0.4980649226345122,43.31988773899214,77.57043868400962,43.31988773899214,77.57043868400962,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00008-000,processed_zscore,case_brain_mask,T1ce,2.252495527267456,0.14246270060539246,-0.0018604773795232177,2.2543560046469793,0.14432317798491567,1211.708365529658,77.5731968436516,1211.708365529658,77.5731968436516,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00008-000,processed_zscore,case_brain_mask,T2,0.3339831829071045,0.2806852459907532,-0.0036657718010246754,0.33764895470812917,0.28435101779177785,92.10855804328786,77.56920867586318,92.10855804328786,77.56920867586318,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00008-000,processed_zscore,case_brain_mask,FLAIR,1.9740394353866577,1.6475752592086792,-0.021517135202884674,1.9955565705895424,1.6690923944115639,92.74267005219217,77.57038186885579,92.74267005219217,77.57038186885579,abs(mean_region - mean_healthy) / abs(mean_healthy),311,18462,1413639
BraTS-GLI-00009-000,processed_zscore,case_brain_mask,T1,-0.1897556632757187,-0.08211182057857513,0.0016202664701268077,0.1913759297458455,0.08373208704870194,118.11386168527437,51.67797309423355,118.11386168527437,51.67797309423355,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00009-000,processed_zscore,case_brain_mask,T1ce,1.049189567565918,-0.3126775324344635,0.006170136388391256,1.0430194311775267,0.31884766882285476,169.0431727149347,51.67595151101484,169.0431727149347,51.67595151101484,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00009-000,processed_zscore,case_brain_mask,T2,0.2781398594379425,0.052055586129426956,-0.0010272398358210921,0.2791670992737636,0.05308282596524805,271.76428477447047,51.67520194815843,271.76428477447047,51.67520194815843,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00009-000,processed_zscore,case_brain_mask,FLAIR,2.3113763332366943,1.8372265100479126,-0.036254141479730606,2.347630474716425,1.8734806515276432,64.75482190162926,51.6763209680497,64.75482190162926,51.6763209680497,abs(mean_region - mean_healthy) / abs(mean_healthy),1480,27453,1391216
BraTS-GLI-00011-000,processed_zscore,case_brain_mask,T1,1.403211236000061,0.9258995056152344,-0.047795139253139496,1.4510063752532005,0.9736946448683739,30.358869080141638,20.37225249436668,30.358869080141638,20.37225249436668,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00011-000,processed_zscore,case_brain_mask,T1ce,3.224911689758301,0.32420384883880615,-0.016735518351197243,3.241647208109498,0.3409393671900034,193.69864381150725,20.37220240421253,193.69864381150725,20.37220240421253,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00011-000,processed_zscore,case_brain_mask,T2,1.4550511837005615,1.1775199174880981,-0.06078379973769188,1.5158349834382534,1.23830371722579,24.938141247828046,20.372265678842073,24.938141247828046,20.372265678842073,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00011-000,processed_zscore,case_brain_mask,FLAIR,3.417426586151123,2.9389724731445312,-0.15171049535274506,3.569137081503868,3.0906829684972763,23.525973421978467,20.37224228495905,23.525973421978467,20.37224228495905,abs(mean_region - mean_healthy) / abs(mean_healthy),9353,70184,1359621
BraTS-GLI-00012-000,processed_zscore,case_brain_mask,T1,0.13294368982315063,-0.2824226915836334,0.05448160320520401,0.07846208661794662,0.33690429478883743,1.44015744768781,6.183817563515767,1.44015744768781,6.183817563515767,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00012-000,processed_zscore,case_brain_mask,T1ce,1.6154032945632935,-0.42913687229156494,0.08278390020132065,1.5326193943619728,0.5119207724928856,18.513495868578598,6.183820419767066,18.513495868578598,6.183820419767066,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00012-000,processed_zscore,case_brain_mask,T2,0.5701883435249329,1.0222113132476807,-0.19719278812408447,0.7673811316490173,1.2194041013717651,3.891527367451893,6.183816928459115,3.891527367451893,6.183816928459115,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00012-000,processed_zscore,case_brain_mask,FLAIR,1.6858054399490356,1.5148437023162842,-0.29222553968429565,1.9780309796333313,1.8070692420005798,6.768850463139829,6.183816937947442,6.768850463139829,6.183816937947442,abs(mean_region - mean_healthy) / abs(mean_healthy),224,263809,1367537
BraTS-GLI-00014-000,processed_zscore,case_brain_mask,T1,-0.4548131227493286,-0.23569270968437195,0.0065746246837079525,0.46138774743303657,0.2422673343680799,70.17704730375931,36.8488462875186,70.17704730375931,36.8488462875186,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-000,processed_zscore,case_brain_mask,T1ce,0.8974897861480713,0.15896035730838776,-0.004434375092387199,0.9019241612404585,0.16339473240077496,203.39374600692994,36.84729617963218,203.39374600692994,36.84729617963218,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-000,processed_zscore,case_brain_mask,T2,-0.2999122738838196,-0.37110236287117004,0.010352103970944881,0.31026437785476446,0.3814544668421149,29.971141975155923,36.84801349684454,29.971141975155923,36.84801349684454,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-000,processed_zscore,case_brain_mask,FLAIR,1.2065207958221436,0.8818930387496948,-0.024600999429821968,1.2311217952519655,0.9064940381795168,50.04356830152062,36.84785411931847,50.04356830152062,36.84785411931847,abs(mean_region - mean_healthy) / abs(mean_healthy),2557,38358,1375057
BraTS-GLI-00014-001,processed_zscore,case_brain_mask,T1,0.3563680648803711,0.3675038814544678,-0.010524263605475426,0.3668923284858465,0.3780281450599432,34.861567729543054,35.91967659031913,34.861567729543054,35.91967659031913,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00014-001,processed_zscore,case_brain_mask,T1ce,1.2619893550872803,0.7469156384468079,-0.021389082074165344,1.2833784371614456,0.7683047205209732,60.00156681391977,35.920415745609056,60.00156681391977,35.920415745609056,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00014-001,processed_zscore,case_brain_mask,T2,0.18802018463611603,0.1841152310371399,-0.005272462032735348,0.19329264666885138,0.18938769306987524,36.660794419902416,35.92016251497237,36.660794419902416,35.92016251497237,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00014-001,processed_zscore,case_brain_mask,FLAIR,1.5439242124557495,1.421775221824646,-0.040714651346206665,1.5846388638019562,1.4624898731708527,38.92060502563029,35.92048132096092,38.92060502563029,35.92048132096092,abs(mean_region - mean_healthy) / abs(mean_healthy),20314,38600,1347929
BraTS-GLI-00016-000,processed_zscore,case_brain_mask,T1,-0.0614614300429821,0.12002277374267578,-0.0067756385542452335,0.05468579148873687,0.12679841229692101,8.070942841907325,18.713869000210508,8.070942841907325,18.713869000210508,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-000,processed_zscore,case_brain_mask,T1ce,2.134247064590454,0.41244789958000183,-0.02328396402299404,2.157531028613448,0.4357318636029959,92.6616716330081,18.71381793807487,92.6616716330081,18.71381793807487,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-000,processed_zscore,case_brain_mask,T2,0.9135384559631348,0.6207360029220581,-0.03504226729273796,0.9485807232558727,0.6557782702147961,27.06961611049789,18.713922382262556,27.06961611049789,18.713922382262556,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-000,processed_zscore,case_brain_mask,FLAIR,3.1664016246795654,2.1734089851379395,-0.12269511818885803,3.2890967428684235,2.2961041033267975,26.807070985543962,18.713899438056917,26.807070985543962,18.713899438056917,abs(mean_region - mean_healthy) / abs(mean_healthy),12694,74546,1320500
BraTS-GLI-00016-001,processed_zscore,case_brain_mask,T1,1.8441576957702637,1.165082335472107,-0.060325220227241516,1.9044829159975052,1.2254075556993484,31.57026047851017,20.31335403473557,31.57026047851017,20.31335403473557,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00016-001,processed_zscore,case_brain_mask,T1ce,2.4680700302124023,1.260300636291504,-0.06525525450706482,2.533325284719467,1.3255558907985687,38.82178230482877,20.31339699479769,38.82178230482877,20.31339699479769,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00016-001,processed_zscore,case_brain_mask,T2,1.1926413774490356,0.6986717581748962,-0.036175619810819626,1.2288169972598553,0.7348473779857159,33.968097953427,20.313332068077884,33.968097953427,20.313332068077884,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00016-001,processed_zscore,case_brain_mask,FLAIR,3.0709469318389893,2.1165075302124023,-0.10958778113126755,3.180534712970257,2.22609531134367,29.02271293512656,20.31335326223264,29.02271293512656,20.31335326223264,abs(mean_region - mean_healthy) / abs(mean_healthy),22791,71716,1385076
BraTS-GLI-00017-000,processed_zscore,case_brain_mask,T1,0.7924950122833252,0.5406405925750732,-0.03635656461119652,0.8288515768945217,0.5769971571862698,22.797851935638196,15.870508211014396,22.797851935638196,15.870508211014396,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00017-000,processed_zscore,case_brain_mask,T1ce,1.1049879789352417,-0.2427157610654831,0.016321858391165733,1.088666120544076,0.2590376194566488,66.69988762635758,15.870595936358198,66.69988762635758,15.870595936358198,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00017-000,processed_zscore,case_brain_mask,T2,0.5746819972991943,0.2524222731590271,-0.01697475090622902,0.5916567482054234,0.2693970240652561,34.85510635612981,15.870455216305928,34.85510635612981,15.870455216305928,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00017-000,processed_zscore,case_brain_mask,FLAIR,3.4482123851776123,2.3432576656341553,-0.1575777679681778,3.60579015314579,2.500835433602333,22.882607106568262,15.870483925799526,22.882607106568262,15.870483925799526,abs(mean_region - mean_healthy) / abs(mean_healthy),1727,99385,1477902
BraTS-GLI-00018-000,processed_zscore,case_brain_mask,T1,0.6098406314849854,0.40561720728874207,-0.04927997663617134,0.6591206081211567,0.4548971839249134,13.375018681266264,9.230872556685028,13.375018681266264,9.230872556685028,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00018-000,processed_zscore,case_brain_mask,T1ce,0.9405713677406311,0.09917950630187988,-0.012049853801727295,0.9526212215423584,0.11122936010360718,79.05666219832511,9.230764284265668,79.05666219832511,9.230764284265668,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00018-000,processed_zscore,case_brain_mask,T2,0.4187358021736145,0.5933105945587158,-0.07208354771137238,0.4908193498849869,0.6653941422700882,6.809034314602027,9.230873942752838,6.809034314602027,9.230873942752838,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00018-000,processed_zscore,case_brain_mask,FLAIR,1.6951143741607666,1.9655355215072632,-0.23879998922348022,1.9339143633842468,2.2043355107307434,8.098469223859132,9.230886139897699,8.098469223859132,9.230886139897699,abs(mean_region - mean_healthy) / abs(mean_healthy),64578,160203,1318612
BraTS-GLI-00019-000,processed_zscore,case_brain_mask,T1,-0.3669167459011078,-0.17797748744487762,0.017277173697948456,0.38419391959905624,0.19525466114282608,22.23708149931239,11.301307989165567,22.23708149931239,11.301307989165567,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00019-000,processed_zscore,case_brain_mask,T1ce,1.1772714853286743,-0.2595866918563843,0.025199271738529205,1.1520722135901451,0.2847859635949135,45.71847256318319,11.301356902290204,45.71847256318319,11.301356902290204,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00019-000,processed_zscore,case_brain_mask,T2,1.0501716136932373,0.7206040620803833,-0.0699523463845253,1.1201239600777626,0.7905564084649086,16.012671739708132,11.301356556637158,16.012671739708132,11.301356556637158,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00019-000,processed_zscore,case_brain_mask,FLAIR,2.379138469696045,1.7768666744232178,-0.1724889576435089,2.551627427339554,1.9493556320667267,14.792990010485905,11.301335799683782,14.792990010485905,11.301335799683782,abs(mean_region - mean_healthy) / abs(mean_healthy),10375,142997,1473062
BraTS-GLI-00020-000,processed_zscore,case_brain_mask,T1,0.6860103011131287,0.7111968994140625,-0.02799277752637863,0.7140030786395073,0.7391896769404411,25.506689286787484,26.406442742020698,25.506689286787484,26.406442742020698,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-000,processed_zscore,case_brain_mask,T1ce,2.10246205329895,0.8794574737548828,-0.034615710377693176,2.1370777636766434,0.914073184132576,61.737221058268524,26.40631014528065,61.737221058268524,26.40631014528065,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-000,processed_zscore,case_brain_mask,T2,0.24763476848602295,0.3074028789997101,-0.012099497951567173,0.2597342664375901,0.31950237695127726,21.46653253525683,26.40625075769314,21.46653253525683,26.40625075769314,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-000,processed_zscore,case_brain_mask,FLAIR,2.153964042663574,2.2752392292022705,-0.08955410867929459,2.243518151342869,2.364793337881565,25.052096262575866,26.406307569317796,25.052096262575866,26.406307569317796,abs(mean_region - mean_healthy) / abs(mean_healthy),20409,59921,1522372
BraTS-GLI-00020-001,processed_zscore,case_brain_mask,T1,-0.20443232357501984,-0.018607445061206818,0.0007201011758297682,0.2051524247508496,0.019327546237036586,284.8938894099898,26.840042602021267,284.8938894099898,26.840042602021267,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00020-001,processed_zscore,case_brain_mask,T1ce,2.054633617401123,0.8713585138320923,-0.033720627427101135,2.088354244828224,0.9050791412591934,61.93106131678387,26.84051900326697,61.93106131678387,26.84051900326697,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00020-001,processed_zscore,case_brain_mask,T2,0.9077086448669434,0.6236041784286499,-0.024132831022143364,0.9318414758890867,0.6477370094507933,38.613019543130456,26.840489988781446,38.613019543130456,26.840489988781446,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00020-001,processed_zscore,case_brain_mask,FLAIR,2.0151278972625732,1.958835244178772,-0.07580514252185822,2.0909330397844315,2.03464038670063,27.58299727728256,26.840400519185714,27.58299727728256,26.840400519185714,abs(mean_region - mean_healthy) / abs(mean_healthy),17529,48705,1258558
BraTS-GLI-00021-000,processed_zscore,case_brain_mask,T1,0.9451726078987122,-0.3586202561855316,0.023531032726168633,0.9216415751725435,0.38215128891170025,39.167068691702376,16.2403109697227,39.167068691702376,16.2403109697227,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-000,processed_zscore,case_brain_mask,T1ce,0.5375604629516602,-0.2287927269935608,0.015012442134320736,0.5225480208173394,0.24380516912788153,34.807662613580696,16.240207085994733,34.807662613580696,16.240207085994733,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-000,processed_zscore,case_brain_mask,T2,0.6422396898269653,0.21831385791301727,-0.0143247926607728,0.6565644824877381,0.23263865057379007,45.83413512753192,16.240280476160105,45.83413512753192,16.240280476160105,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-000,processed_zscore,case_brain_mask,FLAIR,1.9041075706481934,0.9227558374404907,-0.06054690480232239,1.9646544754505157,0.9833027422428131,32.44847084859006,16.240346974848112,32.44847084859006,16.240346974848112,abs(mean_region - mean_healthy) / abs(mean_healthy),6769,89260,1360349
BraTS-GLI-00021-001,processed_zscore,case_brain_mask,T1,-0.33283209800720215,-0.18961574137210846,0.019226884469389915,0.35205898247659206,0.20884262584149837,18.310766002525586,10.86201075239129,18.310766002525586,10.86201075239129,abs(mean_region - mean_healthy) / abs(mean_healthy),19856,130905,1290996
BraTS-GLI-00021-001,processed_zscore,case_brain_mask,T1ce,0.7547198534011841,-0.30400487780570984,0.03082571178674698,0.7238941416144371,0.3348305895924568,23.48345260029531,10.862055413637258,23.48345260029531,10.862055413637258,abs(mean_region - mean_healthy) / abs(mean_healthy),19856,130905,1290996
